Rank,English_Meaning,Word,Languages_Found,Count
1739,email,e-mail,"fr,it,ro",3
1740,accident,accident,"ca,en,fr,ro",4
1740,accident,accidente,"es,gl",2
1742,duty,deber,"es,gl",2
1745,revenue,ingresos,"es,gl",2
1746,expand,expandir,"ca,es,gl,pt",4
1749,trend,tendencia,"es,gl",2
1750,ring,anel,"gl,pt",2
1751,repeat,repetir,"ca,es,gl",3
1753,inch,inch,"en,ro",2
1756,terrible,terrible,"ca,en,es,fr,gl",5
1758,relatively,relativamente,"es,gl,it,pt",4
1759,complex,complex,"ca,en,ro",3
1759,complex,complexo,"gl,pt",2
1761,miss,perder,"es,pt",2
1762,slow,lento,"es,gl,pt",3
1763,soft,suave,"es,gl,pt",3
1764,generate,generar,"ca,es",2
1765,extremely,extremadamente,"es,gl",2
1767,drink,beber,"es,gl",2
1768,forever,per sempre,"ca,it",2
1769,corporate,corporativo,"es,gl,pt",3
1770,deep,profundo,"es,gl,pt",3
1771,prefer,preferir,"ca,es",2
1772,except,excepto,"es,gl",2
1773,cheap,barato,"es,gl,pt",3
1774,literature,literatura,"ca,es,gl,pt",4
1775,direct,direct,"en,fr,ro",3
1775,direct,directo,"es,gl",2
1776,mayor,alcalde,"ca,es,gl",3
1777,male,masculino,"es,gl",2
1778,importance,importance,"en,fr",2
1778,importance,importancia,"es,gl",2
1779,record,record,"en,ro",2
1779,record,registro,"es,pt",2
1780,danger,danger,"en,fr",2
1780,danger,perigo,"gl,pt",2
1781,emotional,emocional,"ca,es,gl,pt",4
1783,ass,culo,"es,it",2
1783,ass,cul,"ca,fr",2
1784,capture,capturar,"es,gl,pt",3
1785,traffic,tráfico,"es,gl",2
1788,now,agora,"gl,pt",2
1789,train,tren,"ca,es,gl,ro",4
1790,plate,placa,"ca,pt",2
1791,equipment,equipamento,"gl,pt",2
1792,select,seleccionar,"ca,gl",2
1793,file,file,"en,it",2
1794,studio,studio,"en,fr,it,ro",4
1794,studio,estudio,"es,gl",2
1795,expensive,caro,"es,gl,it,pt",4
1796,secret,secret,"ca,en,fr,ro",4
1796,secret,segredo,"gl,pt",2
1797,engine,motor,"ca,es,gl,pt,ro",5
1798,adopt,adoptar,"ca,es,gl",3
1799,luck,sorte,"gl,pt",2
1800,via,via,"ca,en",2
1800,via,vía,"es,gl",2
1801,pm,pm,"ca,en,es,gl,it",5
1802,panel,panel,"en,es,gl",3
1804,circle,cercle,"ca,fr",2
1804,circle,círculo,"gl,pt",2
1805,critic,critic,"en,ro",2
1805,critic,crítico,"es,gl,pt",3
1806,solve,resolver,"es,gl,pt",3
1807,busy,ocupado,"es,gl,pt",3
1808,episode,episodio,"es,gl,it",3
1810,check,Verifica,"pt,ro",2
1811,requirement,requisito,"es,gl",2
1812,politician,politician,"en,ro",2
1812,politician,político,"es,gl,pt",3
1814,colleague,colega,"es,gl,pt",3
1815,disappear,desaparecer,"es,gl,pt",3
1817,predict,prever,"gl,pt",2
1819,tired,cansado,"es,pt",2
1820,democracy,democracia,"es,gl,pt",3
1821,ultimately,en definitiva,"ca,gl",2
1823,honor,honor,"ca,en,es",3
1823,honor,honra,"gl,pt",2
1824,works,obras,"es,gl",2
1825,unfortunately,Desafortunadamente,"es,gl",2
1826,theme,tema,"ca,es,gl,it,pt",5
1827,issue,asunto,"es,gl",2
1827,issue,problema,"it,ro",2
1828,male,masculino,"es,gl",2
1829,clean,limpar,"gl,pt",2
1830,united,Unido,"es,pt",2
1831,pool,piscina,"ca,es,gl,it,pt",5
1832,educational,educational,"en,ro",2
1832,educational,educativo,"es,gl,it",3
1834,comfortable,cómodo,"es,gl",2
1835,investigate,investigar,"ca,es,gl,pt",4
1836,useful,útil,"ca,es,gl,pt",4
1836,useful,utile,"fr,it",2
1838,digital,digital,"ca,en,es,pt,ro",5
1841,fear,medo,"gl,pt",2
1845,conservative,conservador,"ca,es,gl,pt",4
1846,chairman,presidente,"es,gl,it,pt",4
1847,error,error,"ca,en,es",3
1847,error,erro,"gl,pt",2
1848,bridge,pont,"ca,fr",2
1848,bridge,ponte,"gl,it",2
1849,tall,alto,"es,gl,it,pt",4
1851,flower,flor,"ca,es,gl",3
1853,universe,universo,"es,gl,it,pt",4
1853,universe,univers,"ca,fr,ro",3
1856,limit,límite,"es,gl",2
1856,limit,limite,"fr,it,pt",3
1857,coverage,cobertura,"ca,es,gl,pt",4
1858,crew,tripulación,"es,gl",2
1859,locate,localizar,"es,gl,pt",3
1860,balance,equilibrio,"es,gl",2
1861,equal,igual,"ca,es,pt",3
1864,zone,zone,"en,fr",2
1864,zone,zona,"ca,es,gl,it,pt,ro",6
1866,copy,copie,"fr,ro",2
1868,joke,broma,"ca,es,gl",3
1869,used,usado,"es,gl",2
1870,clear,claro,"es,gl",2
1870,clear,clar,"ca,ro",2
1872,meal,comida,"es,gl",2
1873,review,revisión,"es,gl",2
1874,minority,minoría,"es,gl",2
1874,minority,minoria,"ca,pt",2
1875,sight,vista,"ca,gl,it",3
1876,sleep,dormir,"ca,es",2
1877,russian,ruso,"es,gl",2
1877,russian,russo,"it,pt",2
1878,dress,vestir,"es,pt",2
1879,release,liberar,"es,gl",2
1880,soviet,soviético,"gl,pt",2
1881,profit,profit,"en,fr,ro",3
1881,profit,lucro,"es,pt",2
1885,tape,cinta,"ca,es,gl",3
1886,ocean,ocean,"en,ro",2
1886,ocean,oceano,"it,pt",2
1888,host,anfitrión,"es,gl",2
1889,grant,conceder,"es,gl,pt",3
1890,circumstance,circunstancia,"es,gl",2
1891,late,tarde,"es,gl",2
1893,declare,declarar,"ca,es,gl,pt",4
1894,domestic,doméstico,"gl,pt",2
1895,tea,té,"es,gl",2
1896,organize,organizar,"es,gl,pt",3
1897,english,inglés,"es,gl",2
1900,official,oficial,"ca,es,pt,ro",4
1901,surround,rodear,"es,gl",2
1902,manner,manera,"ca,es",2
1903,surprised,sorprendido,"es,gl",2
1905,massive,masivo,"es,gl",2
1906,cloud,nube,"es,gl",2
1908,honest,honest,"ca,en",2
1908,honest,honesto,"es,gl,pt",3
1909,standard,standard,"en,it,ro",3
1909,standard,estándar,"es,gl",2
1911,rely,confiar,"ca,es,gl",3
1912,plus,plus,"en,fr,ro",3
1913,sentence,frase,"ca,it,pt",3
1917,excellent,excellent,"en,fr",2
1917,excellent,excelente,"es,gl,pt",3
1918,criminal,criminal,"ca,en,gl",3
1919,salt,sal,"ca,es,gl,pt",4
1920,beauty,beleza,"gl,pt",2
1921,bottle,botella,"es,gl",2
1922,component,component,"ca,en",2
1922,component,componente,"es,it,pt",3
1924,fee,taxa,"gl,pt,ro",3
1926,yours,teu,"ca,gl",2
1927,dry,seco,"es,gl,pt",3
1927,dry,sec,"ca,fr",2
1928,dance,danza,"es,it",2
1929,shirt,camisa,"ca,es,gl,pt",4
1930,tip,propina,"ca,es",2
1931,plastic,plastic,"en,ro",2
1931,plastic,plástico,"gl,pt",2
1932,indian,indian,"en,ro",2
1932,indian,indio,"es,gl",2
1932,indian,indiano,"it,pt",2
1933,mark,marca,"gl,pt",2
1934,tooth,dent,"ca,fr",2
1934,tooth,dente,"gl,it,pt",3
1935,meat,carne,"es,gl,ro",3
1936,stress,stress,"en,fr",2
1936,stress,estrés,"es,gl",2
1937,illegal,ilegal,"es,gl,pt,ro",4
1938,significantly,significativamente,"es,gl,pt",3
1940,constitution,constitución,"es,gl",2
1941,definition,definición,"es,gl",2
1942,uncle,tío,"es,gl",2
1942,uncle,oncle,"ca,fr",2
1943,metal,metal,"en,es,gl,pt,ro",5
1944,album,album,"en,fr,it,ro",4
1944,album,álbum,"es,gl,pt",3
1947,investor,inversor,"ca,es",2
1947,investor,investidor,"gl,pt",2
1948,fruit,fruit,"en,fr",2
1949,holy,santo,"es,gl",2
1950,desk,escritorio,"es,gl",2
1951,eastern,oriental,"ca,es,gl",3
1952,valley,Valle,"es,it",2
1952,valley,vale,"pt,ro",2
1954,abortion,aborto,"es,gl,it,pt",4
1955,chapter,capítulo,"es,gl,pt",3
1956,commitment,compromiso,"es,gl",2
1957,celebrate,celebrar,"ca,es,gl",3
1958,arrest,arresto,"gl,it",2
1959,dance,danza,"es,it",2
1960,prime,primo,"gl,it",2
1961,urban,urban,"en,ro",2
1961,urban,urbano,"es,gl,it,pt",4
1962,internal,interno,"es,gl,it,pt",4
1962,internal,intern,"ca,ro",2
1963,bother,molestar,"ca,es,gl",3
1964,proposal,proposta,"ca,gl,it,pt",4
1965,shift,cambio,"es,it",2
1966,capacity,capacidade,"gl,pt",2
1967,guilty,culpable,"ca,es,gl",3
1968,warn,avisar,"ca,gl,pt",3
1969,influence,influence,"en,fr",2
1969,influence,influencia,"es,gl",2
1970,weak,débil,"es,gl",2
1971,except,excepto,"es,gl",2
1972,catholic,católico,"es,gl,pt",3
1973,nose,nariz,"es,gl,pt",3
1973,nose,nas,"ca,ro",2
1974,variable,variable,"ca,en,es,fr,gl",5
1975,convention,convention,"en,fr",2
1975,convention,convención,"es,gl",2
1976,jury,jury,"en,fr",2
1977,root,raíz,"es,gl",2
1978,incident,incident,"ca,en,fr,ro",4
1978,incident,incidente,"es,gl,it,pt",4
1979,climb,escalar,"ca,pt",2
1982,payment,pago,"es,gl",2
1984,conclude,concluir,"es,pt",2
1986,surgery,cirurgia,"ca,pt",2
1987,shadow,sombra,"es,gl,pt",3
1987,shadow,ombra,"ca,it",2
1990,chest,peito,"gl,pt",2
1991,amendment,emenda,"gl,pt",2
1992,paint,pintura,"ca,es",2
1992,paint,pintar,"gl,pt",2
1993,secret,secret,"ca,en,fr,ro",4
1993,secret,segredo,"gl,pt",2
1994,complain,reclamar,"gl,pt",2
1999,super,super,"en,fr,gl,it,pt,ro",6
1999,super,súper,"ca,es",2
2000,talent,talent,"ca,en,ro",3
2000,talent,talento,"es,gl,it,pt",4
2001,necessarily,necesariamente,"es,gl",2
2001,necessarily,necessariamente,"it,pt",2
2002,liberal,liberal,"ca,en,es,gl,pt,ro",6
2003,expectation,expectativa,"ca,es,gl,pt",4
2005,accuse,acusar,"ca,es,gl,pt",4
2006,knock,bater,"gl,pt",2
2007,previously,anteriormente,"gl,pt",2
2008,wing,ala,"ca,es,it",3
2009,corporation,corporación,"es,gl",2
2010,sector,sector,"ca,en,es,gl,ro",5
2012,experiment,experiment,"ca,en,ro",3
2012,experiment,experimentar,"es,pt",2
2015,farmer,agricultor,"pt,ro",2
2016,rare,rare,"en,fr",2
2016,rare,raro,"es,gl,it",3
2016,rare,rar,"ca,ro",2
2017,english,inglés,"es,gl",2
2018,confidence,confianza,"es,gl",2
2018,confidence,confiança,"ca,pt",2
2020,bet,aposta,"ca,gl,pt",3
2021,cite,citar,"ca,es,gl,pt",4
2022,northern,nord,"ca,fr",2
2022,northern,norte,"gl,pt",2
2025,contribution,contribution,"en,fr",2
2025,contribution,contribución,"es,gl",2
2027,creative,creativo,"es,gl,it",3
2028,interaction,interaction,"en,fr",2
2031,promise,promesa,"ca,es,gl",3
2032,pursue,perseguir,"ca,es,gl,pt",4
2034,nurse,enfermeira,"gl,pt",2
2035,question,question,"en,fr",2
2035,question,pregunta,"ca,es,gl",3
2037,gene,gene,"en,es,it,pt",4
2038,package,paquete,"es,gl",2
2038,package,paquet,"ca,fr",2
2044,list,lista,"es,gl",2
2045,era,era,"ca,en,es,gl,it,pt",6
2046,comment,comentar,"ca,gl",2
2047,aid,ajuda,"ca,pt",2
2048,vs,vs,"ca,en,es,fr,gl,it,pt,ro",8
2049,invest,invertir,"ca,es",2
2049,invest,investir,"fr,gl,pt",3
2050,personally,personalmente,"es,it",2
2051,notion,notion,"en,fr",2
2051,notion,noción,"es,gl",2
2052,explanation,explicación,"es,gl",2
2053,airport,aeroporto,"gl,it,pt",3
2053,airport,aeroport,"ca,ro",2
2054,chain,cadena,"ca,es",2
2057,convince,convencer,"es,gl,pt",3
2058,channel,canal,"ca,es,pt,ro",4
2062,initial,inicial,"ca,es,gl,pt",4
2063,offer,oferta,"ca,es,gl,pt",4
2064,purchase,compra,"ca,es,gl",3
2065,guide,guía,"es,gl",2
2065,guide,guia,"ca,pt",2
2067,his,seu,"gl,pt",2
2068,bond,vínculo,"es,gl",2
2071,pray,rezar,"es,gl,pt",3
2073,ancient,antigo,"gl,pt",2
2074,ought,debería,"es,gl",2
2075,escape,escapar,"ca,es,gl",3
2075,escape,fuga,"it,pt",2
2076,trail,rastro,"es,gl",2
2077,brown,marrón,"es,gl",2
2078,fashion,moda,"ca,gl,pt",3
2081,funding,financiamento,"gl,pt",2
2083,fault,culpa,"ca,es,gl",3
2084,barely,apenas,"es,gl",2
2085,eliminate,eliminar,"ca,es,gl,pt",4
2086,motion,movimento,"it,pt",2
2087,essential,esencial,"es,gl",2
2087,essential,essencial,"ca,pt",2
2088,apart,aparte,"es,gl",2
2089,combination,combinación,"es,gl",2
2090,limited,limitado,"es,gl,pt",3
2093,snow,neve,"gl,it,pt",3
2094,implement,implementar,"ca,es,gl",3
2095,pretty,bonito,"es,pt",2
2097,part,part,"ca,en",2
2097,part,parte,"es,gl,it,ro",4
2098,marketing,marketing,"en,it,pt,ro",4
2098,marketing,márketing,"es,gl",2
2099,approve,aprobar,"es,gl",2
2099,approve,aprovar,"ca,pt",2
2101,bomb,bomba,"ca,es,gl,it",4
2102,slip,escorregar,"gl,pt",2
2103,regional,regional,"ca,en,es,pt,ro",5
2104,lack,falta,"gl,pt",2
2105,muscle,muscle,"en,fr",2
2105,muscle,músculo,"es,gl,pt",3
2106,contact,contacto,"es,gl",2
2108,FAŁSZ,Falso,"es,gl,pt",3
2108,FAŁSZ,Fals,"ca,ro",2
2109,likely,probable,"ca,es,fr,gl",4
2110,creation,creación,"es,gl",2
2111,typically,tipicamente,"it,pt",2
2112,spending,gasto,"es,gl",2
2113,instrument,instrument,"ca,en,fr,ro",4
2113,instrument,instrumento,"es,gl,pt",3
2114,mass,masa,"es,gl,ro",3
2114,mass,massa,"ca,it,pt",3
2118,increased,aumentou,"gl,pt",2
2119,inspire,inspirar,"ca,es,gl,pt",4
2120,separate,separado,"gl,pt",2
2121,noise,ruído,"gl,pt",2
2122,yellow,amarelo,"gl,pt",2
2124,e-mail,e-mail,"en,fr,it,ro",4
2125,cycle,cycle,"en,fr",2
2125,cycle,ciclo,"es,gl,it,pt",4
2126,signal,signal,"en,fr",2
2126,signal,sinal,"gl,pt",2
2127,app,app,"en,it",2
2127,app,aplicación,"es,gl",2
2128,golden,dourado,"gl,pt",2
2130,inform,informar,"ca,es,gl,pt",4
2131,perception,percepción,"es,gl",2
2132,visitor,visitante,"es,gl",2
2134,contrast,contrast,"ca,en,ro",3
2134,contrast,contraste,"es,fr,gl,pt",4
2136,mean,significar,"ca,es,gl,pt",4
2137,rest,descanso,"gl,pt",2
2138,representative,representante,"es,gl,pt",3
2139,pass,passar,"ca,pt",2
2140,regime,regime,"en,it,pt",3
2141,merely,simplemente,"es,gl",2
2142,producer,productor,"ca,es",2
2142,producer,produtor,"gl,pt",2
2143,whoa,whoa,"en,es,fr,ro",4
2144,route,route,"en,fr",2
2144,route,ruta,"ca,es,gl",3
2145,lie,mentira,"gl,pt",2
2146,typical,típico,"es,gl",2
2147,analyst,analista,"ca,es,gl,it,pt",5
2148,account,account,"en,it",2
2148,account,conta,"gl,pt",2
2150,smell,cheiro,"gl,pt",2
2154,comparison,comparación,"es,gl",2
2155,hand,mano,"es,it",2
2156,rating,rating,"en,ro",2
2157,campus,campus,"ca,en,gl,pt,ro",5
2158,assess,avaliar,"gl,pt",2
2159,solid,solid,"en,ro",2
2159,solid,sólido,"es,gl,pt",3
2160,branch,rama,"es,gl",2
2160,branch,ramo,"it,pt",2
2164,opposition,opposition,"en,fr",2
2164,opposition,oposición,"es,gl",2
2165,fast,rápido,"es,gl",2
2166,suspect,suspect,"en,fr,ro",3
2167,land,terra,"ca,gl,it,pt",4
2168,hit,bater,"gl,pt",2
2170,athlete,atleta,"ca,es,gl,it,pt",5
2171,opening,apertura,"es,gl,it",3
2172,prayer,oración,"es,gl",2
2173,frequently,frecuentemente,"es,gl",2
2174,employ,empregar,"gl,pt",2
2175,basketball,basketball,"en,fr",2
2175,basketball,baloncesto,"es,gl",2
2176,existing,existente,"es,gl",2
2177,revolution,revolución,"es,gl",2
2178,click,clic,"it,ro",2
2179,emotion,emoción,"es,gl",2
2181,platform,plataforma,"ca,es,gl,pt",4
2182,behind,detrás,"es,gl",2
2185,quote,cita,"es,gl",2
2185,quote,citar,"ca,pt",2
2186,potential,potencial,"ca,es,gl,pt",4
2188,brand,marca,"ca,es,gl,it,pt,ro",6
2189,enable,habilitar,"ca,gl,pt",3
2191,addition,adición,"es,gl",2
2192,lab,laboratorio,"es,gl,it",3
2194,row,fila,"ca,gl",2
2195,immigration,immigration,"en,fr",2
2195,immigration,inmigración,"es,gl",2
2196,asset,activo,"es,gl",2
2197,observation,observation,"en,fr",2
2197,observation,observación,"es,gl",2
2199,taste,gusto,"gl,it",2
2199,taste,gust,"ca,ro",2
2201,attract,atraer,"es,gl",2
2202,ha,ha,"ca,en,gl,pt",4
2202,ha,Ha,"fr,ro",2
2203,for,por,"es,pt",2
2203,for,per,"ca,it",2
2204,household,doméstico,"gl,pt",2
2205,separate,separado,"gl,pt",2
2206,breathe,respirar,"ca,es,gl,pt",4
2207,existence,existence,"en,fr",2
2207,existence,existencia,"es,gl",2
2209,pilot,pilot,"ca,en,ro",3
2209,pilot,piloto,"es,gl,pt",3
2210,stand,stand,"en,ro",2
2210,stand,estar,"es,gl",2
2211,relief,relief,"en,ro",2
2212,milk,leite,"gl,pt",2
2215,flow,fluir,"ca,es",2
2215,flow,fluxo,"gl,pt",2
2216,literally,literalmente,"es,gl,pt,ro",4
2218,calorie,calorie,"en,fr,ro",3
2218,calorie,caloria,"ca,it,pt",3
2219,seed,semente,"gl,pt",2
2220,vast,vast,"ca,en,ro",3
2220,vast,vasto,"es,gl,it",3
2221,bike,bicicleta,"ca,es,gl,pt,ro",5
2222,german,alemán,"es,gl",2
2224,drag,arrastrar,"es,gl",2
2225,technical,técnico,"es,gl,pt",3
2226,disaster,desastre,"ca,es,gl,pt",4
2228,sale,venda,"ca,gl",2
2231,consistent,consistent,"ca,en,ro",3
2231,consistent,consistente,"es,gl,pt",3
2232,agenda,agenda,"ca,en,es,it,pt",5
2234,diet,dieta,"ca,es,gl,it,pt",5
2235,mark,marca,"gl,pt",2
2236,silence,silence,"en,fr",2
2236,silence,silencio,"es,gl",2
2239,queen,reina,"ca,es",2
2240,divide,divide,"en,ro",2
2240,divide,dividir,"ca,es,gl,pt",4
2241,expense,despesa,"ca,pt",2
2242,cream,crema,"ca,es,gl,it",4
2243,exposure,exposición,"es,gl",2
2244,priority,prioridade,"gl,pt",2
2245,soil,sol,"fr,ro",2
2245,soil,solo,"gl,pt",2
2248,trust,confiar,"ca,gl",2
2249,relevant,pertinente,"es,it",2
2249,relevant,relevante,"pt,ro",2
2250,tank,tanque,"es,gl,pt",3
2254,tone,tono,"es,it",2
2254,tone,ton,"gl,ro",2
2255,selection,selección,"es,gl",2
2256,date,Data,"it,ro",2
2256,date,data,"ca,gl",2
2257,perfectly,perfectamente,"es,gl",2
2258,wheel,roda,"ca,gl,pt",3
2259,gap,brecha,"es,gl",2
2260,veteran,veteran,"en,ro",2
2260,veteran,veterano,"es,gl,it,pt",4
2261,below,abaixo,"gl,pt",2
2262,disagree,discrepar,"ca,es",2
2263,characteristic,característica,"ca,es,gl,pt",4
2264,protein,proteína,"es,gl,pt",3
2265,resolution,resolución,"es,gl",2
2268,fewer,menos,"es,gl,pt",3
2270,walk,caminar,"ca,es",2
2270,walk,andar,"gl,pt",2
2271,dish,prato,"gl,pt",2
2273,print,imprimir,"ca,gl,pt",3
2274,depression,depresión,"es,gl",2
2275,dude,tipo,"es,it",2
2277,present,present,"ca,en",2
2277,present,regalo,"es,it",2
2277,present,presente,"gl,pt",2
2278,upper,superior,"ca,es,gl,pt,ro",5
2280,ceo,CEO,"ca,es,pt,ro",4
2281,visual,visual,"ca,en,es,gl,pt",5
2282,initiative,initiative,"en,fr",2
2282,initiative,iniciativa,"ca,es,gl,pt",4
2284,gate,porta,"ca,gl",2
2285,slow,lento,"es,gl,pt",3
2286,whenever,sempre que,"ca,gl,pt",3
2287,entry,entrada,"ca,es,gl,pt",4
2289,gray,gris,"ca,es,gl",3
2290,assistance,assistance,"en,fr",2
2290,assistance,asistencia,"es,gl",2
2291,height,altura,"es,gl,pt",3
2292,compete,competir,"ca,es,gl,pt",4
2293,rule,regla,"ca,es",2
2293,rule,regra,"gl,pt",2
2295,essentially,esencialmente,"es,gl",2
2296,benefit,beneficio,"es,gl,it",3
2297,phase,phase,"en,fr",2
2297,phase,fase,"ca,es,gl,it",4
2298,conservative,conservador,"ca,es,gl,pt",4
2299,recover,recuperar,"es,gl,pt",3
2300,criticism,crítica,"ca,es,gl,pt",4
2302,achievement,logro,"es,gl",2
2303,alcohol,alcohol,"ca,en,es,gl",4
2304,therapy,terapia,"es,gl,it,pt",4
2305,offense,ofensa,"ca,es,gl,pt",4
2306,touch,tocar,"ca,es,gl",3
2308,personality,personalidade,"gl,pt",2
2310,deeply,profundamente,"es,gl,pt",3
2313,suck,chupar,"es,gl,pt",3
2314,transition,transition,"en,fr",2
2314,transition,transición,"es,gl",2
2316,column,columna,"ca,es,gl",3
2317,wash,lavar,"es,gl",2
2318,button,botón,"es,gl",2
2320,pour,verter,"es,gl",2
2321,immigrant,immigrant,"ca,en,fr",3
2321,immigrant,inmigrante,"es,gl",2
2323,distribution,distribución,"es,gl",2
2324,golf,golf,"ca,en,es,gl,it,ro",6
2325,pregnant,embarazada,"es,gl",2
2326,unable,incapaz,"es,gl,pt",3
2327,alternative,alternative,"en,fr",2
2327,alternative,alternativa,"ca,es,gl,it",4
2328,favorite,favorito,"es,gl,pt",3
2330,violent,violent,"en,fr,ro",3
2330,violent,violento,"es,gl,it,pt",4
2331,portion,portion,"en,fr",2
2331,portion,parte,"es,pt",2
2332,acquire,adquirir,"ca,es,gl,pt",4
2333,suicide,suicide,"en,fr",2
2333,suicide,suicidio,"es,gl,it",3
2334,stretch,estirar,"ca,gl",2
2335,deficit,deficit,"en,ro",2
2335,deficit,déficit,"es,fr,gl,pt",4
2336,symptom,síntoma,"es,gl",2
2337,solar,solar,"ca,en,es,gl,pt,ro",6
2339,capable,capable,"en,fr",2
2339,capable,capaz,"es,gl,pt",3
2340,analyze,analizar,"es,gl",2
2341,scared,asustado,"es,gl",2
2343,dig,cavar,"ca,es,gl",3
2344,twenty,vinte,"gl,pt",2
2345,pretend,fingir,"ca,es,pt",3
2346,philosophy,filosofía,"es,gl",2
2346,philosophy,filosofia,"ca,it,pt",3
2347,childhood,infancia,"es,gl",2
2348,lower,inferior,"gl,ro",2
2349,well,bien,"es,fr",2
2353,welfare,benestar,"ca,gl",2
2354,poverty,pobreza,"es,gl,pt",3
2355,prosecutor,fiscal,"ca,es,gl",3
2356,spiritual,spiritual,"en,ro",2
2356,spiritual,espiritual,"ca,es,gl,pt",4
2357,double,double,"en,fr",2
2357,double,doble,"ca,es",2
2359,mass,masa,"es,gl,ro",3
2359,mass,massa,"ca,it,pt",3
2360,israeli,israelí,"es,gl",2
2361,shift,cambio,"es,it",2
2362,reply,resposta,"ca,gl",2
2363,buck,dólar,"es,gl",2
2367,tech,tecnico,"es,it",2
2367,tech,tecnologia,"ca,pt",2
2368,detective,detective,"en,es,gl,it",4
2369,pack,pack,"en,fr",2
2369,pack,paquete,"es,gl",2
2371,creature,criatura,"ca,es,gl,pt",4
2374,industrial,industrial,"ca,en,es,gl,pt,ro",6
2376,watch,ver,"gl,pt",2
2377,chip,chip,"en,es,gl",3
2378,regardless,independentemente,"gl,pt",2
2379,numerous,numeroso,"es,pt",2
2381,range,rango,"es,gl",2
2382,command,mando,"es,gl",2
2382,command,comando,"it,pt",2
2385,pop,pop,"ca,en,fr,gl,it,pt,ro",7
2386,layer,capa,"ca,es,gl",3
2388,exception,exception,"en,fr",2
2388,exception,excepción,"es,gl",2
2390,block,bloc,"ca,ro",2
2391,highway,carretera,"ca,es",2
2391,highway,autostrada,"it,ro",2
2392,pure,puro,"es,gl,it,pt",4
2392,pure,pur,"ca,fr,ro",3
2393,commander,comandante,"es,gl,it,pt",4
2393,commander,comandant,"ca,ro",2
2394,extreme,extremo,"es,pt",2
2394,extreme,extrem,"ca,ro",2
2395,publication,publication,"en,fr",2
2395,publication,publicación,"es,gl",2
2396,vice,vice,"en,fr,it",3
2396,vice,vicio,"es,gl",2
2399,mystery,misterio,"es,gl",2
2400,championship,campeonato,"es,pt",2
2400,championship,campionato,"gl,it",2
2400,championship,campionat,"ca,ro",2
2401,install,instalar,"gl,pt",2
2402,tale,conte,"ca,fr",2
2402,tale,conto,"gl,pt",2
2403,liberty,liberdade,"gl,pt",2
2404,host,anfitrión,"es,gl",2
2407,physician,médico,"es,gl,pt",3
2409,sharp,afiado,"gl,pt",2
2410,substance,substance,"en,fr",2
2411,atmosphere,atmosfera,"ca,gl,it,pt,ro",5
2413,muslim,musulmán,"es,gl",2
2413,muslim,musulman,"fr,ro",2
2414,passage,passage,"en,fr",2
2414,passage,paso,"es,gl",2
2416,emphasize,enfatizar,"es,pt",2
2417,cable,cable,"ca,en,es,gl",4
2419,recipe,receita,"gl,pt",2
2420,load,carga,"es,pt",2
2423,vegetable,vegetal,"ca,es,pt,ro",4
2425,silent,silencioso,"gl,pt",2
2426,habit,hábito,"es,gl,pt",3
2428,total,total,"ca,en,es,gl,pt,ro",6
2429,recovery,recuperación,"es,gl",2
2430,dna,adn,"es,fr",2
2430,dna,DNA,"it,pt",2
2430,dna,ADN,"ca,gl,ro",3
2432,territory,territorio,"es,gl,it",3
2434,consist,consistir,"ca,es,gl",3
2436,surely,seguramente,"es,gl",2
2436,surely,certamente,"it,pt",2
2437,proof,prova,"ca,it,pt",3
2438,nervous,nervioso,"es,gl",2
2438,nervous,nervoso,"it,pt",2
2440,parking,parking,"en,fr",2
2441,sin,pecado,"es,gl,pt",3
2442,unusual,raro,"es,gl",2
2443,rice,arroz,"es,gl,pt",3
2445,advance,avance,"es,fr",2
2445,advance,avançar,"ca,pt",2
2446,interview,entrevista,"ca,es,gl,pt",4
2447,bury,enterrar,"ca,es,gl,pt",4
2449,cake,bolo,"gl,pt",2
2450,anonymous,anónimo,"es,gl",2
2451,flag,bandera,"ca,es",2
2452,contemporary,contemporáneo,"es,gl",2
2453,good,bo,"ca,gl",2
2455,rural,rural,"ca,en,es,fr,gl,pt,ro",7
2457,coach,entrenador,"ca,es",2
2458,interpretation,interpretación,"es,gl",2
2459,wage,salario,"gl,it",2
2461,severe,grave,"es,gl",2
2462,profile,perfil,"es,gl,pt",3
2462,profile,profil,"fr,ro",2
2464,brief,breve,"es,gl,it",3
2465,adjust,ajustar,"ca,es,pt",3
2467,constantly,constantemente,"es,gl,pt",3
2469,bitch,cadela,"gl,pt",2
2470,constant,constant,"ca,en,fr,ro",4
2470,constant,constante,"es,gl,pt",3
2471,permit,permiso,"es,gl",2
2472,primarily,principalmente,"gl,pt",2
2475,academy,academia,"es,gl",2
2478,transfer,transfer,"en,ro",2
2478,transfer,transferir,"es,pt",2
2479,usual,usual,"en,es,pt",3
2479,usual,habitual,"ca,gl",2
2480,ally,aliado,"es,gl,pt",3
2480,ally,aliat,"ca,ro",2
2481,clinical,clínico,"es,pt",2
2481,clinical,clínica,"ca,gl",2
2482,count,contar,"es,gl,pt",3
2483,swear,jurar,"ca,es",2
2484,avenue,avenida,"es,gl",2
2485,priest,sacerdote,"es,it",2
2486,employment,emprego,"gl,pt",2
2488,relax,relax,"en,it",2
2489,owe,deber,"es,gl",2
2490,transform,transformar,"ca,es,gl,pt",4
2491,grass,herba,"ca,gl",2
