Rank,English_Reference,Word_A,Word_B,Lang_A,Lang_B,Match_Type,Similarity_Score,Audit_Status
3253,detailed,detallado,detalhado,gl,pt,Near,0.889,OK
3254,buyer,comprador,comprador,ca,gl,Perfect,1.0,OK
3254,buyer,comprador,comprador,ca,es,Perfect,1.0,OK
3254,buyer,comprador,comprador,es,gl,Perfect,1.0,OK
3254,buyer,comprador,comprador,ca,pt,Perfect,1.0,OK
3254,buyer,comprador,comprador,es,pt,Perfect,1.0,OK
3254,buyer,comprador,comprador,gl,pt,Perfect,1.0,OK
3255,wrong,mal,mal,ca,gl,Perfect,1.0,OK
3256,cooperation,cooperación,cooperazione,es,it,Near,0.783,OK
3256,cooperation,cooperació,cooperazione,ca,it,Near,0.727,OK
3256,cooperation,cooperación,cooperazione,gl,it,Near,0.783,OK
3256,cooperation,cooperazione,cooperare,it,ro,Near,0.762,OK
3256,cooperation,cooperação,cooperare,pt,ro,Near,0.737,OK
3256,cooperation,cooperazione,cooperação,it,pt,Near,0.727,OK
3256,cooperation,cooperación,cooperación,es,gl,Perfect,1.0,OK
3256,cooperation,cooperació,cooperare,ca,ro,Near,0.737,OK
3256,cooperation,cooperació,cooperación,ca,es,Near,0.952,OK
3256,cooperation,cooperació,cooperación,ca,gl,Near,0.952,OK
3257,profession,profesión,professione,es,it,Near,0.8,OK
3257,profession,professió,profesie,ca,ro,Near,0.824,OK
3257,profession,professió,profesión,ca,es,Near,0.889,OK
3257,profession,professione,profesie,it,ro,Near,0.842,OK
3257,profession,professió,profesión,ca,gl,Near,0.889,OK
3257,profession,professió,professione,ca,it,Near,0.8,OK
3257,profession,profesión,profesie,es,ro,Near,0.824,OK
3257,profession,profesión,profesie,gl,ro,Near,0.824,OK
3257,profession,profesión,professione,gl,it,Near,0.8,OK
3257,profession,profesión,profesión,es,gl,Perfect,1.0,OK
3258,incredibly,increíblemente,incroyablement,es,fr,Near,0.786,OK
3258,incredibly,increïblement,increíblemente,ca,es,Near,0.889,OK
3258,incredibly,incriblemente,incredibilmente,gl,it,Near,0.857,OK
3258,incredibly,incredibilmente,incrivelmente,it,pt,Near,0.786,OK
3258,incredibly,incriblemente,incrivelmente,gl,pt,Near,0.846,OK
3258,incredibly,increïblement,incroyablement,ca,fr,Near,0.815,OK
3258,incredibly,increíblemente,incrivelmente,es,pt,Near,0.815,OK
3258,incredibly,increïblement,incriblemente,ca,gl,Near,0.846,OK
3258,incredibly,increíblemente,incredibilmente,es,it,Near,0.828,OK
3258,incredibly,increíblemente,incriblemente,es,gl,Near,0.889,OK
3258,incredibly,increïblement,incredibilmente,ca,it,Near,0.786,OK
3258,incredibly,increïblement,incrivelmente,ca,pt,Near,0.769,OK
3258,incredibly,incroyablement,incriblemente,fr,gl,Near,0.815,OK
3258,incredibly,incredibilmente,incredibil,it,ro,Near,0.8,OK
3260,killing,matant,matando,ca,pt,Near,0.769,OK
3260,killing,matando,matando,gl,pt,Perfect,1.0,OK
3260,killing,matant,matando,ca,gl,Near,0.769,OK
3260,killing,uccidere,ucidere,it,ro,Near,0.933,OK
3261,sue,demandar,demandar,es,gl,Perfect,1.0,OK
3261,sue,demandar,demandar,ca,gl,Perfect,1.0,OK
3261,sue,demandar,demandar,ca,es,Perfect,1.0,OK
3262,photographer,fotógrafo,fotógrafo,es,gl,Perfect,1.0,OK
3262,photographer,fotógrafo,fotógrafo,gl,pt,Perfect,1.0,OK
3262,photographer,fotografo,fotograf,it,ro,Near,0.941,OK
3262,photographer,fotògraf,fotografo,ca,it,Near,0.824,OK
3262,photographer,fotógrafo,fotógrafo,es,pt,Perfect,1.0,OK
3262,photographer,fotógrafo,fotografo,es,it,Near,0.889,OK
3262,photographer,fotógrafo,fotograf,pt,ro,Near,0.824,OK
3262,photographer,fotògraf,fotograf,ca,ro,Near,0.875,OK
3262,photographer,fotògraf,fotógrafo,ca,pt,Near,0.824,OK
3262,photographer,fotografo,fotógrafo,it,pt,Near,0.889,OK
3262,photographer,fotógrafo,fotograf,gl,ro,Near,0.824,OK
3262,photographer,fotògraf,fotógrafo,ca,gl,Near,0.824,OK
3262,photographer,fotógrafo,fotografo,gl,it,Near,0.889,OK
3262,photographer,fotógrafo,fotograf,es,ro,Near,0.824,OK
3262,photographer,fotògraf,fotógrafo,ca,es,Near,0.824,OK
3263,running,corriendo,corrida,es,pt,Near,0.75,OK
3263,running,corrent,correndo,ca,gl,Near,0.8,OK
3263,running,corriendo,correndo,es,gl,Near,0.941,OK
3263,running,corrent,corriendo,ca,es,Near,0.75,OK
3264,engagement,compromís,compromiso,ca,gl,Near,0.842,OK
3264,engagement,compromís,compromiso,ca,es,Near,0.842,OK
3264,engagement,compromiso,compromiso,es,gl,Perfect,1.0,OK
3265,differ,difereixen,diferem,ca,pt,Near,0.706,OK
3265,differ,différer,differire,fr,it,Near,0.706,OK
3265,differ,diferir de,differire,es,it,Near,0.842,OK
3265,differ,difereixen,difiren,ca,gl,Near,0.706,OK
3265,differ,diferir de,difiren,es,gl,Near,0.706,OK
3265,differ,diferir de,diferem,es,pt,Near,0.706,OK
3265,differ,difiren,differire,gl,it,Near,0.75,OK
3265,differ,difiren,diferem,gl,pt,Near,0.714,OK
3265,differ,diferem,diferă,pt,ro,Near,0.769,OK
3265,differ,différer,diferă,fr,ro,Near,0.714,OK
3265,differ,differire,diferem,it,pt,Near,0.75,OK
3266,paint,pintura,pintar,ca,pt,Near,0.769,OK
3266,paint,pintar,pintar,gl,pt,Perfect,1.0,OK
3266,paint,pintura,pintura,ca,es,Perfect,1.0,OK
3266,paint,pintura,pintar,ca,gl,Near,0.769,OK
3266,paint,pintura,pintar,es,gl,Near,0.769,OK
3266,paint,pintura,pintar,es,pt,Near,0.769,OK
3268,extensive,extenso,extenso,es,pt,Perfect,1.0,OK
3268,extensive,extenso,extensa,es,gl,Near,0.857,OK
3268,extensive,extenso,extensif,es,fr,Near,0.8,OK
3268,extensive,extensa,extensa,ca,gl,Perfect,1.0,OK
3268,extensive,extenso,extensiv,es,ro,Near,0.8,OK
3268,extensive,extensif,extensa,fr,gl,Near,0.8,OK
3268,extensive,extensa,extensiv,ca,ro,Near,0.8,OK
3268,extensive,esteso,extenso,it,pt,Near,0.769,OK
3268,extensive,extensa,extensiv,gl,ro,Near,0.8,OK
3268,extensive,extenso,extensiv,pt,ro,Near,0.8,OK
3268,extensive,extensif,extensiv,fr,ro,Near,0.875,OK
3268,extensive,extensa,extenso,gl,pt,Near,0.857,OK
3268,extensive,extensif,extenso,fr,pt,Near,0.8,OK
3268,extensive,extensa,extenso,ca,pt,Near,0.857,OK
3268,extensive,extenso,esteso,es,it,Near,0.769,OK
3268,extensive,extensa,extenso,ca,es,Near,0.857,OK
3268,extensive,extensa,extensif,ca,fr,Near,0.8,OK
3269,salad,ensalada,ensalada,es,gl,Perfect,1.0,OK
3269,salad,salade,ensalada,fr,gl,Near,0.714,OK
3269,salad,ensalada,insalata,es,it,Near,0.75,OK
3269,salad,insalata,salada,it,pt,Near,0.714,OK
3269,salad,insalata,salată,it,ro,Near,0.714,OK
3269,salad,ensalada,salada,gl,pt,Near,0.857,OK
3269,salad,salade,salada,fr,pt,Near,0.833,OK
3269,salad,ensalada,insalata,gl,it,Near,0.75,OK
3269,salad,ensalada,salade,es,fr,Near,0.714,OK
3269,salad,ensalada,salada,es,pt,Near,0.857,OK
3270,stair,escaleira,scara,gl,ro,Near,0.714,OK
3270,stair,escalera,scara,es,ro,Near,0.769,OK
3270,stair,scala,escada,it,pt,Near,0.727,OK
3270,stair,scala,scara,it,ro,Near,0.8,OK
3270,stair,escalera,escaleira,es,gl,Near,0.941,OK
3270,stair,escala,scala,ca,it,Near,0.909,OK
3270,stair,escala,escada,ca,pt,Near,0.833,OK
3270,stair,escala,scara,ca,ro,Near,0.727,OK
3270,stair,escalera,escalier,es,fr,Near,0.875,OK
3270,stair,escala,escaleira,ca,gl,Near,0.8,OK
3270,stair,escala,escalier,ca,fr,Near,0.714,OK
3270,stair,escalera,scala,es,it,Near,0.769,OK
3270,stair,escada,scara,pt,ro,Near,0.727,OK
3270,stair,escala,escalera,ca,es,Near,0.857,OK
3270,stair,escaleira,scala,gl,it,Near,0.714,OK
3270,stair,escalier,escaleira,fr,gl,Near,0.824,OK
3270,stair,escalera,escada,es,pt,Near,0.714,OK
3271,notice,aviso,Avviso,gl,it,Near,0.727,OK
3271,notice,aviso,Avviso,es,it,Near,0.727,OK
3271,notice,aviso,aviso,es,gl,Perfect,1.0,OK
3272,grace,graza,graça,gl,pt,Near,0.8,OK
3272,grace,gracia,graça,es,pt,Near,0.727,OK
3272,grace,gracia,graza,es,gl,Near,0.727,OK
3272,grace,gràcia,gracia,ca,es,Near,0.833,OK
3273,divorce,divorzio,divorț,it,ro,Near,0.714,OK
3273,divorce,divorzio,divórcio,it,pt,Near,0.75,OK
3273,divorce,divorcio,divórcio,gl,pt,Near,0.875,OK
3273,divorce,divorcio,divorț,gl,ro,Near,0.714,OK
3273,divorce,divorcio,divorzio,gl,it,Near,0.875,OK
3273,divorce,divorce,divorț,fr,ro,Near,0.769,OK
3273,divorce,divorci,divorcio,ca,es,Near,0.933,OK
3273,divorce,divorcio,divorcio,es,gl,Perfect,1.0,OK
3273,divorce,divorcio,divorț,es,ro,Near,0.714,OK
3273,divorce,divorci,divorcio,ca,gl,Near,0.933,OK
3273,divorce,divorcio,divórcio,es,pt,Near,0.875,OK
3273,divorce,divorcio,divorzio,es,it,Near,0.875,OK
3273,divorce,divorcio,divorce,es,fr,Near,0.8,OK
3273,divorce,divorci,divorț,ca,ro,Near,0.769,OK
3273,divorce,divorci,divórcio,ca,pt,Near,0.8,OK
3273,divorce,divorce,divorcio,fr,gl,Near,0.8,OK
3273,divorce,divorci,divorzio,ca,it,Near,0.8,OK
3273,divorce,divorci,divorce,ca,fr,Near,0.857,OK
3274,vessel,nave,navă,it,ro,Near,0.75,OK
3274,vessel,embarcación,embarcación,es,gl,Perfect,1.0,OK
3274,vessel,navire,nave,fr,it,Near,0.8,OK
3274,vessel,navire,navio,fr,pt,Near,0.727,OK
3275,pig,porc,porco,ca,pt,Near,0.889,OK
3275,pig,porc,porc,fr,ro,Perfect,1.0,OK
3275,pig,porco,porco,gl,pt,Perfect,1.0,OK
3275,pig,porc,porc,ca,fr,Perfect,1.0,OK
3275,pig,porc,porc,ca,ro,Perfect,1.0,OK
3275,pig,porc,porco,ca,gl,Near,0.889,OK
3275,pig,porco,porc,gl,ro,Near,0.889,OK
3275,pig,porc,porco,fr,gl,Near,0.889,OK
3275,pig,porc,porco,fr,pt,Near,0.889,OK
3275,pig,porco,porc,pt,ro,Near,0.889,OK
3276,assignment,mission,misiune,fr,ro,Near,0.714,OK
3276,assignment,asignación,asignación,es,gl,Perfect,1.0,OK
3277,distinction,distinció,distinction,ca,fr,Near,0.8,OK
3277,distinction,distinción,distinction,es,fr,Near,0.857,OK
3277,distinction,distinción,distincţie,gl,ro,Near,0.8,OK
3277,distinction,distinción,distinzione,gl,it,Near,0.762,OK
3277,distinction,distinction,distincţie,fr,ro,Near,0.762,OK
3277,distinction,distinción,distinzione,es,it,Near,0.762,OK
3277,distinction,distinció,distinción,ca,gl,Near,0.947,OK
3277,distinction,distinció,distincţie,ca,ro,Near,0.842,OK
3277,distinction,distinción,distincţie,es,ro,Near,0.8,OK
3277,distinction,distinzione,distincţie,it,ro,Near,0.762,OK
3277,distinction,distinció,distinción,ca,es,Near,0.947,OK
3277,distinction,distinción,distinción,es,gl,Perfect,1.0,OK
3277,distinction,distinction,distinzione,fr,it,Near,0.818,OK
3277,distinction,distinction,distinción,fr,gl,Near,0.857,OK
3278,fit,in forma,em forma,it,pt,Near,0.75,OK
3278,fit,en forme,in forma,fr,it,Near,0.75,OK
3278,fit,encaixar,encaixar,ca,gl,Perfect,1.0,OK
3278,fit,encajar,encaixar,es,gl,Near,0.8,OK
3278,fit,encaixar,encajar,ca,es,Near,0.8,OK
3278,fit,en forme,em forma,fr,pt,Near,0.75,OK
3279,circuit,circuit,circuit,ca,ro,Perfect,1.0,OK
3279,circuit,circuito,o circuito,es,pt,Near,0.889,OK
3279,circuit,circuito,circuíto,es,gl,Near,0.875,OK
3279,circuit,o circuito,circuit,pt,ro,Near,0.824,OK
3279,circuit,circuito,circuit,es,fr,Near,0.933,OK
3279,circuit,circuit,circuit,fr,ro,Perfect,1.0,OK
3279,circuit,circuit,circuito,ca,it,Near,0.933,OK
3279,circuit,circuito,o circuito,it,pt,Near,0.889,OK
3279,circuit,circuit,circuito,ca,es,Near,0.933,OK
3279,circuit,circuíto,circuito,gl,it,Near,0.875,OK
3279,circuit,circuit,circuíto,fr,gl,Near,0.8,OK
3279,circuit,circuit,circuíto,ca,gl,Near,0.8,OK
3279,circuit,circuito,circuit,it,ro,Near,0.933,OK
3279,circuit,circuíto,circuit,gl,ro,Near,0.8,OK
3279,circuit,circuit,circuito,fr,it,Near,0.933,OK
3279,circuit,circuit,o circuito,fr,pt,Near,0.824,OK
3279,circuit,circuíto,o circuito,gl,pt,Near,0.778,OK
3279,circuit,circuito,circuit,es,ro,Near,0.933,OK
3279,circuit,circuito,circuito,es,it,Perfect,1.0,OK
3279,circuit,circuit,circuit,ca,fr,Perfect,1.0,OK
3279,circuit,circuit,o circuito,ca,pt,Near,0.824,OK
3280,acid,acido,ácido,it,pt,Near,0.8,OK
3280,acid,ácido,ácido,es,gl,Perfect,1.0,OK
3280,acid,àcid,acid,ca,ro,Near,0.75,OK
3280,acid,ácido,acido,gl,it,Near,0.8,OK
3280,acid,acido,acid,it,ro,Near,0.889,OK
3280,acid,acide,acido,fr,it,Near,0.8,OK
3280,acid,ácido,acido,es,it,Near,0.8,OK
3280,acid,acide,acid,fr,ro,Near,0.889,OK
3280,acid,ácido,ácido,gl,pt,Perfect,1.0,OK
3280,acid,ácido,ácido,es,pt,Perfect,1.0,OK
3281,canadian,canadiense,canadese,es,it,Near,0.889,OK
3281,canadian,canadiense,canadense,es,gl,Near,0.947,OK
3281,canadian,canadien,canadense,fr,pt,Near,0.824,OK
3281,canadian,canadien,canadese,fr,it,Near,0.75,OK
3281,canadian,canadien,canadense,fr,gl,Near,0.824,OK
3281,canadian,canadiense,canadian,es,ro,Near,0.778,OK
3281,canadian,canadiense,canadense,es,pt,Near,0.947,OK
3281,canadian,canadiense,canadien,es,fr,Near,0.889,OK
3281,canadian,canadenc,canadian,ca,ro,Near,0.75,OK
3281,canadian,canadenc,canadense,ca,gl,Near,0.824,OK
3281,canadian,canadenc,canadense,ca,pt,Near,0.824,OK
3281,canadian,canadenc,canadese,ca,it,Near,0.75,OK
3281,canadian,canadenc,canadien,ca,fr,Near,0.875,OK
3281,canadian,canadenc,canadiense,ca,es,Near,0.778,OK
3281,canadian,canadense,canadian,pt,ro,Near,0.706,OK
3281,canadian,canadese,canadense,it,pt,Near,0.941,OK
3281,canadian,canadense,canadian,gl,ro,Near,0.706,OK
3281,canadian,canadense,canadese,gl,it,Near,0.941,OK
3281,canadian,canadien,canadian,fr,ro,Near,0.875,OK
3281,canadian,canadense,canadense,gl,pt,Perfect,1.0,OK
3282,flee,fugir,fuggire,ca,it,Near,0.833,OK
3282,flee,fugir,fugi,pt,ro,Near,0.889,OK
3282,flee,fuggire,fugi,it,ro,Near,0.727,OK
3282,flee,fugir,fugir,ca,pt,Perfect,1.0,OK
3282,flee,fuir,fuggire,fr,it,Near,0.727,OK
3282,flee,fuir,fugir,fr,pt,Near,0.889,OK
3282,flee,fugir,fuxir,ca,gl,Near,0.8,OK
3282,flee,fugir,fuir,ca,fr,Near,0.889,OK
3282,flee,huir,fuir,es,fr,Near,0.75,OK
3282,flee,fugir,fugi,ca,ro,Near,0.889,OK
3282,flee,fuir,fuxir,fr,gl,Near,0.889,OK
3282,flee,fuggire,fugir,it,pt,Near,0.833,OK
3282,flee,fuir,fugi,fr,ro,Near,0.75,OK
3282,flee,fuxir,fugir,gl,pt,Near,0.8,OK
3283,efficiency,eficiència,eficiencia,ca,gl,Near,0.9,OK
3283,efficiency,eficiencia,eficiência,es,pt,Near,0.9,OK
3283,efficiency,eficiencia,eficiência,gl,pt,Near,0.9,OK
3283,efficiency,eficiencia,efficienza,es,it,Near,0.8,OK
3283,efficiency,efficienza,eficienţă,it,ro,Near,0.737,OK
3283,efficiency,eficiencia,efficienza,gl,it,Near,0.8,OK
3283,efficiency,eficiència,eficiência,ca,pt,Near,0.9,OK
3283,efficiency,eficiència,eficiencia,ca,es,Near,0.9,OK
3283,efficiency,eficiencia,eficienţă,gl,ro,Near,0.737,OK
3283,efficiency,eficiencia,eficiencia,es,gl,Perfect,1.0,OK
3283,efficiency,eficiencia,eficienţă,es,ro,Near,0.737,OK
3284,memorial,Mémorial,memoriale,fr,it,Near,0.706,OK
3284,memorial,Mémorial,memorial,fr,pt,Near,0.75,OK
3284,memorial,memoriale,memorial,it,ro,Near,0.941,OK
3284,memorial,memorial,memorial,pt,ro,Perfect,1.0,OK
3284,memorial,memorial,memorial,ca,ro,Perfect,1.0,OK
3284,memorial,memorial,memorial,ca,pt,Perfect,1.0,OK
3284,memorial,memorial,memorial,gl,pt,Perfect,1.0,OK
3284,memorial,Mémorial,memorial,fr,ro,Near,0.75,OK
3284,memorial,memorial,Mémorial,ca,fr,Near,0.75,OK
3284,memorial,memoriale,memorial,it,pt,Near,0.941,OK
3284,memorial,memorial,memoriale,gl,it,Near,0.941,OK
3284,memorial,memorial,memorial,ca,gl,Perfect,1.0,OK
3284,memorial,memorial,memoriale,ca,it,Near,0.941,OK
3284,memorial,memorial,memorial,gl,ro,Perfect,1.0,OK
3284,memorial,Mémorial,memorial,fr,gl,Near,0.75,OK
3285,proposed,proposat,propus,ca,ro,Near,0.714,OK
3285,proposed,proposat,proposto,ca,pt,Near,0.875,OK
3285,proposed,proposé,proposto,fr,it,Near,0.8,OK
3285,proposed,propuesto,propus,es,ro,Near,0.8,OK
3285,proposed,proposat,proposé,ca,fr,Near,0.8,OK
3285,proposed,proposto,proposto,gl,pt,Perfect,1.0,OK
3285,proposed,propuesto,proposto,es,gl,Near,0.824,OK
3285,proposed,proposat,proposto,ca,it,Near,0.875,OK
3285,proposed,proposat,proposto,ca,gl,Near,0.875,OK
3285,proposed,proposto,proposto,gl,it,Perfect,1.0,OK
3285,proposed,proposto,proposto,it,pt,Perfect,1.0,OK
3285,proposed,proposto,propus,gl,ro,Near,0.714,OK
3285,proposed,propuesto,proposto,es,it,Near,0.824,OK
3285,proposed,proposé,proposto,fr,pt,Near,0.8,OK
3285,proposed,proposé,proposto,fr,gl,Near,0.8,OK
3285,proposed,proposto,propus,it,ro,Near,0.714,OK
3285,proposed,proposto,propus,pt,ro,Near,0.714,OK
3285,proposed,proposé,propus,fr,ro,Near,0.769,OK
3285,proposed,propuesto,proposto,es,pt,Near,0.824,OK
3286,blue,azul,azul,es,gl,Perfect,1.0,OK
3286,blue,azul,azul,es,pt,Perfect,1.0,OK
3286,blue,azul,azul,gl,pt,Perfect,1.0,OK
3286,blue,blau,bleu,ca,fr,Near,0.75,OK
3287,entity,entidade,entitate,gl,ro,Near,0.75,OK
3287,entity,entidade,entitate,pt,ro,Near,0.75,OK
3287,entity,entité,entità,fr,it,Near,0.833,OK
3287,entity,entidade,entidade,gl,pt,Perfect,1.0,OK
3287,entity,entitat,entità,ca,it,Near,0.769,OK
3287,entity,entitat,entidad,ca,es,Near,0.714,OK
3287,entity,entidad,entidade,es,gl,Near,0.933,OK
3287,entity,entité,entitate,fr,ro,Near,0.714,OK
3287,entity,entitat,entitate,ca,ro,Near,0.933,OK
3287,entity,entidad,entidade,es,pt,Near,0.933,OK
3287,entity,entità,entitate,it,ro,Near,0.714,OK
3287,entity,entitat,entité,ca,fr,Near,0.769,OK
3288,iphone,i phone,iPhone,it,ro,Near,0.769,OK
3288,iphone,iphone,Iphone,es,pt,Near,0.833,OK
3288,iphone,iphone,Iphone,gl,pt,Near,0.833,OK
3288,iphone,iphone,iPhone,ca,ro,Near,0.833,OK
3288,iphone,iphone,Iphone,ca,pt,Near,0.833,OK
3288,iphone,iphone,iPhone,gl,ro,Near,0.833,OK
3288,iphone,iphone,iphone,fr,gl,Perfect,1.0,OK
3288,iphone,iphone,i phone,gl,it,Near,0.923,OK
3288,iphone,iphone,Iphone,fr,pt,Near,0.833,OK
3288,iphone,iphone,iPhone,fr,ro,Near,0.833,OK
3288,iphone,iphone,iphone,ca,es,Perfect,1.0,OK
3288,iphone,iphone,iPhone,es,ro,Near,0.833,OK
3288,iphone,iphone,i phone,es,it,Near,0.923,OK
3288,iphone,i phone,Iphone,it,pt,Near,0.769,OK
3288,iphone,iphone,iphone,ca,gl,Perfect,1.0,OK
3288,iphone,iphone,iphone,es,fr,Perfect,1.0,OK
3288,iphone,iphone,iphone,ca,fr,Perfect,1.0,OK
3288,iphone,iphone,iphone,es,gl,Perfect,1.0,OK
3288,iphone,iphone,i phone,fr,it,Near,0.923,OK
3288,iphone,iphone,i phone,ca,it,Near,0.923,OK
3289,punishment,càstig,castigo,ca,es,Near,0.769,OK
3289,punishment,castigo,castigo,es,gl,Perfect,1.0,OK
3289,punishment,càstig,castigo,ca,gl,Near,0.769,OK
3290,pause,pause,pausa,fr,gl,Near,0.8,OK
3290,pause,pausa,pausa,es,gl,Perfect,1.0,OK
3290,pause,pausa,pause,ca,fr,Near,0.8,OK
3290,pause,pausa,pause,es,fr,Near,0.8,OK
3290,pause,pausa,pausa,es,it,Perfect,1.0,OK
3290,pause,pausa,pausa,it,pt,Perfect,1.0,OK
3290,pause,pausa,pausa,gl,pt,Perfect,1.0,OK
3290,pause,pausa,pausa,ca,it,Perfect,1.0,OK
3290,pause,pausa,pausa,ca,gl,Perfect,1.0,OK
3290,pause,pause,pausa,fr,pt,Near,0.8,OK
3290,pause,pause,pausa,fr,it,Near,0.8,OK
3290,pause,pausa,pausa,es,pt,Perfect,1.0,OK
3290,pause,pausa,pausa,ca,pt,Perfect,1.0,OK
3290,pause,pausa,pausa,gl,it,Perfect,1.0,OK
3290,pause,pausa,pausa,ca,es,Perfect,1.0,OK
3291,pill,pillola,pilula,it,ro,Near,0.769,OK
3291,pill,pílula,pilula,gl,ro,Near,0.833,OK
3291,pill,pilule,pilula,fr,ro,Near,0.833,OK
3291,pill,pastilla,pilula,ca,ro,Near,0.714,OK
3292,rub,fregar,freca,gl,ro,Near,0.727,OK
3292,rub,fregar,fregar,ca,gl,Perfect,1.0,OK
3292,rub,fregar,esfregar,ca,pt,Near,0.857,OK
3292,rub,fregar,esfregar,gl,pt,Near,0.857,OK
3292,rub,fregar,freca,ca,ro,Near,0.727,OK
3292,rub,frotar,frotter,es,fr,Near,0.769,OK
3293,romantic,romántico,romântico,es,pt,Near,0.889,OK
3293,romantic,romàntic,romantico,ca,it,Near,0.824,OK
3293,romantic,romàntic,romántico,ca,gl,Near,0.824,OK
3293,romantic,romàntic,romántico,ca,es,Near,0.824,OK
3293,romantic,romantique,romantic,fr,ro,Near,0.778,OK
3293,romantic,romántico,romántico,es,gl,Perfect,1.0,OK
3293,romantic,romántico,romantico,es,it,Near,0.889,OK
3293,romantic,romàntic,romântico,ca,pt,Near,0.824,OK
3293,romantic,romàntic,romantic,ca,ro,Near,0.875,OK
3293,romantic,romántico,romantico,gl,it,Near,0.889,OK
3293,romantic,romántico,romantic,es,ro,Near,0.824,OK
3293,romantic,romantico,romântico,it,pt,Near,0.889,OK
3293,romantic,romantique,romantico,fr,it,Near,0.737,OK
3293,romantic,romântico,romantic,pt,ro,Near,0.824,OK
3293,romantic,romántico,romantic,gl,ro,Near,0.824,OK
3293,romantic,romántico,romântico,gl,pt,Near,0.889,OK
3293,romantic,romantico,romantic,it,ro,Near,0.941,OK
3294,myth,mito,mito,gl,pt,Perfect,1.0,OK
3294,myth,mito,mito,it,pt,Perfect,1.0,OK
3294,myth,mite,mito,ca,gl,Near,0.75,OK
3294,myth,mito,mito,gl,it,Perfect,1.0,OK
3294,myth,mite,mito,ca,it,Near,0.75,OK
3294,myth,mite,mito,ca,pt,Near,0.75,OK
3294,myth,mite,mito,ca,es,Near,0.75,OK
3294,myth,mito,mito,es,pt,Perfect,1.0,OK
3294,myth,mito,mito,es,gl,Perfect,1.0,OK
3294,myth,mito,mito,es,it,Perfect,1.0,OK
3295,economist,economista,economista,ca,pt,Perfect,1.0,OK
3295,economist,economista,economista,it,pt,Perfect,1.0,OK
3295,economist,economista,economista,es,pt,Perfect,1.0,OK
3295,economist,economista,economist,es,ro,Near,0.947,OK
3295,economist,economista,economista,gl,pt,Perfect,1.0,OK
3295,economist,economista,économiste,es,fr,Near,0.8,OK
3295,economist,économiste,economista,fr,pt,Near,0.8,OK
3295,economist,economista,economist,gl,ro,Near,0.947,OK
3295,economist,économiste,economist,fr,ro,Near,0.842,OK
3295,economist,economista,économiste,ca,fr,Near,0.8,OK
3295,economist,economista,economista,ca,gl,Perfect,1.0,OK
3295,economist,economista,economist,ca,ro,Near,0.947,OK
3295,economist,economista,economista,ca,es,Perfect,1.0,OK
3295,economist,economista,economista,es,gl,Perfect,1.0,OK
3295,economist,economista,economista,gl,it,Perfect,1.0,OK
3295,economist,economista,economista,es,it,Perfect,1.0,OK
3295,economist,économiste,economista,fr,it,Near,0.8,OK
3295,economist,économiste,economista,fr,gl,Near,0.8,OK
3295,economist,economista,economist,pt,ro,Near,0.947,OK
3295,economist,economista,economist,it,ro,Near,0.947,OK
3295,economist,economista,economista,ca,it,Perfect,1.0,OK
3296,latin,latina,latin,pt,ro,Near,0.909,OK
3296,latin,Latin,latino,fr,it,Near,0.727,OK
3296,latin,llatí,latín,ca,es,Near,0.8,OK
3296,latin,latín,latín,es,gl,Perfect,1.0,OK
3296,latin,latín,latino,es,it,Near,0.727,OK
3296,latin,latín,latina,es,pt,Near,0.727,OK
3296,latin,latino,latina,it,pt,Near,0.833,OK
3296,latin,latino,latin,it,ro,Near,0.909,OK
3296,latin,latín,latino,gl,it,Near,0.727,OK
3296,latin,Latin,latin,fr,ro,Near,0.8,OK
3296,latin,Latin,latina,fr,pt,Near,0.727,OK
3296,latin,latín,latina,gl,pt,Near,0.727,OK
3296,latin,latín,latin,gl,ro,Near,0.8,OK
3296,latin,latín,latin,es,ro,Near,0.8,OK
3296,latin,llatí,latín,ca,gl,Near,0.8,OK
3297,decent,decente,decente,it,pt,Perfect,1.0,OK
3297,decent,décent,decente,fr,pt,Near,0.769,OK
3297,decent,decent,decent,ca,ro,Perfect,1.0,OK
3297,decent,decente,decente,gl,it,Perfect,1.0,OK
3297,decent,decente,decente,gl,pt,Perfect,1.0,OK
3297,decent,décent,decente,fr,it,Near,0.769,OK
3297,decent,décent,decent,fr,ro,Near,0.833,OK
3297,decent,decent,décent,ca,fr,Near,0.833,OK
3297,decent,decente,decent,gl,ro,Near,0.923,OK
3297,decent,decente,decent,it,ro,Near,0.923,OK
3297,decent,décent,decente,fr,gl,Near,0.769,OK
3297,decent,decente,decent,pt,ro,Near,0.923,OK
3297,decent,decent,decente,ca,gl,Near,0.923,OK
3297,decent,decent,decente,ca,it,Near,0.923,OK
3297,decent,decent,decente,ca,pt,Near,0.923,OK
3298,assistant,asistente,asistente,es,gl,Perfect,1.0,OK
3298,assistant,assistente,assistente,it,pt,Perfect,1.0,OK
3299,craft,artesania,artesanía,ca,es,Near,0.889,OK
3299,craft,artesania,artesanía,ca,gl,Near,0.889,OK
3299,craft,artisanat,artesanía,fr,gl,Near,0.778,OK
3299,craft,artesania,artisanat,ca,fr,Near,0.778,OK
3299,craft,artesanía,artisanat,es,fr,Near,0.778,OK
3299,craft,artesanía,artesanía,es,gl,Perfect,1.0,OK
3300,poetry,poesía,poesia,gl,pt,Near,0.833,OK
